timestamp,0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH),0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH)
322670,,,21.57,51.76,,
322760,,,,,22.4,11.25
323570,24.26,11.58,,,,
323682,,,21.57,51.78,,
323771,,,,,22.38,11.16
324582,24.24,11.46,,,,
324693,,,21.58,51.82,,
324783,,,,,22.39,11.14
325593,24.25,11.46,,,,
325705,,,21.59,51.78,,
325795,,,,,22.4,11.1
326605,24.25,11.35,,,,
326717,,,21.56,51.78,,
326806,,,,,22.38,11.03
327617,24.27,11.34,,,,
327729,,,21.54,51.76,,
327818,,,,,22.38,11.04
328629,24.23,11.24,,,,
328740,,,21.53,51.8,,
328830,,,,,22.37,10.95
329641,24.22,11.25,,,,
329752,,,21.51,51.79,,
329842,,,,,22.38,10.91
330652,24.23,11.27,,,,
330764,,,21.51,51.83,,
330853,,,,,22.39,10.88
331664,24.22,11.25,,,,
331775,,,21.53,51.86,,
331865,,,,,22.38,10.84
332675,24.26,11.29,,,,
332787,,,21.53,51.86,,
332877,,,,,22.4,10.78
333687,24.25,11.23,,,,
333798,,,21.56,51.9,,
333888,,,,,22.38,10.74
334699,24.24,11.23,,,,
334810,,,21.58,51.89,,
334900,,,,,22.38,10.68
335710,24.21,11.07,,,,
335822,,,21.55,51.91,,
335912,,,,,22.4,10.67
336722,24.23,10.99,,,,
336833,,,21.55,51.87,,
336923,,,,,22.39,10.66
337734,24.27,10.95,,,,
337845,,,21.54,51.85,,
337935,,,,,22.4,10.63
338745,24.23,10.87,,,,
338857,,,21.53,51.86,,
338947,,,,,22.39,10.59
339757,24.25,10.88,,,,
339868,,,21.53,51.85,,
339958,,,,,22.39,10.5
340769,24.24,10.84,,,,
340880,,,21.55,51.89,,
340970,,,,,22.39,10.49
341781,24.24,10.83,,,,
341891,,,21.51,51.86,,
341982,,,,,22.38,10.45
342792,24.25,10.81,,,,
342903,,,21.54,51.87,,
342994,,,,,22.4,10.43
343804,24.23,10.8,,,,
343915,,,21.49,51.89,,
344005,,,,,22.39,10.35
344816,24.23,10.73,,,,
344926,,,21.49,51.87,,
345017,,,,,22.37,10.31
345827,24.24,10.75,,,,
345938,,,21.49,51.92,,
346029,,,,,22.39,10.31
346839,24.26,10.78,,,,
346950,,,21.51,51.93,,
347040,,,,,22.39,10.3
347851,24.26,10.72,,,,
347962,,,21.47,51.93,,
348052,,,,,22.4,10.28
348862,24.24,10.7,,,,
348973,,,21.5,51.95,,
349064,,,,,22.4,10.22
349874,24.25,10.65,,,,
349986,,,21.51,51.95,,
350075,,,,,22.39,10.17
350886,24.26,10.59,,,,
350997,,,21.47,51.92,,
351087,,,,,22.4,10.12
351898,24.28,10.59,,,,
352009,,,21.48,51.93,,
352099,,,,,22.41,10.09
352909,24.24,10.49,,,,
353021,,,21.48,51.93,,
353111,,,,,22.38,10.06
353921,24.23,10.44,,,,
354032,,,21.52,51.93,,
354122,,,,,22.39,10.03
354933,24.26,10.42,,,,
355044,,,21.48,51.96,,
355134,,,,,22.39,10.0
355944,24.26,10.4,,,,
356056,,,21.48,51.9,,
356146,,,,,22.39,9.97
356956,24.28,10.35,,,,
357068,,,21.5,51.94,,
357157,,,,,22.39,9.93
357968,24.23,10.3,,,,
358079,,,21.49,51.93,,
358169,,,,,22.37,9.87
358979,24.24,10.27,,,,
359091,,,21.5,51.93,,
359181,,,,,22.37,9.82
359991,24.25,10.22,,,,
360103,,,21.5,51.92,,
360192,,,,,22.4,9.86
361003,24.25,10.24,,,,
361114,,,21.49,51.91,,
361204,,,,,22.39,9.77
362015,24.24,10.22,,,,
362126,,,21.54,51.93,,
362216,,,,,22.39,9.79
363027,24.22,10.25,,,,
363138,,,21.56,51.93,,
363227,,,,,22.4,9.76
364039,24.23,10.17,,,,
364149,,,21.51,51.89,,
364239,,,,,22.41,9.68
365050,24.25,10.13,,,,
365161,,,21.5,51.86,,
365251,,,,,22.39,9.69
366062,24.28,10.1,,,,
366173,,,21.46,51.88,,
366262,,,,,22.39,9.6
367074,24.25,10.1,,,,
367185,,,21.49,51.88,,
367274,,,,,22.36,10.44
368086,24.21,11.15,,,,
368196,,,21.51,51.91,,
368286,,,,,22.4,17.79
369097,24.16,13.67,,,,
369208,,,21.51,51.9,,
369297,,,,,22.4,24.35
370109,24.19,16.7,,,,
370220,,,21.53,51.89,,
370309,,,,,22.41,27.22
371121,24.2,18.81,,,,
371232,,,21.52,51.85,,
371321,,,,,22.42,27.89
372132,24.22,20.19,,,,
372243,,,21.51,51.9,,
372333,,,,,22.42,27.72
373144,24.21,21.49,,,,
373255,,,21.52,51.85,,
373344,,,,,22.43,27.75
374156,24.18,22.79,,,,
374267,,,21.48,51.86,,
374356,,,,,22.42,28.36
375168,24.23,24.14,,,,
375278,,,21.52,51.66,,
375368,,,,,22.4,29.38
376179,24.2,26.0,,,,
376290,,,21.52,51.46,,
376379,,,,,22.44,30.31
377191,24.22,27.79,,,,
377302,,,21.53,51.42,,
377391,,,,,22.45,31.55
378203,24.18,29.3,,,,
378314,,,21.56,51.44,,
378403,,,,,22.46,32.35
379215,24.18,30.51,,,,
379325,,,21.52,51.38,,
379415,,,,,22.47,33.17
380226,24.16,31.47,,,,
380337,,,21.57,51.35,,
380426,,,,,22.46,34.08
381238,24.16,32.56,,,,
381349,,,21.57,51.22,,
381438,,,,,22.46,34.89
382250,24.14,33.58,,,,
382360,,,21.56,51.01,,
382450,,,,,22.48,35.41
383261,24.14,34.29,,,,
383372,,,21.59,50.68,,
383461,,,,,22.49,36.03
384273,24.17,34.74,,,,
384384,,,21.59,50.29,,
384473,,,,,22.52,36.77
385285,24.12,35.23,,,,
385395,,,21.57,49.72,,
385485,,,,,22.52,37.5
386297,24.14,35.73,,,,
386407,,,21.58,49.25,,
386497,,,,,22.52,38.45
387309,24.08,36.11,,,,
387419,,,21.58,49.13,,
387508,,,,,22.54,39.29
388321,24.06,36.62,,,,
388431,,,21.58,49.03,,
388520,,,,,22.58,39.72
389333,24.09,36.92,,,,
389443,,,21.58,48.94,,
389532,,,,,22.58,39.94
390344,24.08,37.18,,,,
390454,,,21.59,48.99,,
390544,,,,,22.59,40.32
391356,24.09,37.32,,,,
391466,,,21.62,49.08,,
391555,,,,,22.61,40.64
392368,24.11,37.29,,,,
392478,,,21.62,49.18,,
392567,,,,,22.61,40.84
393379,24.04,37.34,,,,
393490,,,21.59,49.2,,
393579,,,,,22.62,41.1
394391,24.02,37.75,,,,
394501,,,21.6,49.23,,
394590,,,,,22.62,41.34
395403,24.08,38.01,,,,
395513,,,21.63,49.25,,
395602,,,,,22.61,41.6
396414,24.05,38.16,,,,
396525,,,21.63,49.29,,
396614,,,,,22.63,41.83
397426,24.08,38.35,,,,
397536,,,21.59,49.43,,
397626,,,,,22.66,41.91
398438,24.07,38.58,,,,
398548,,,21.61,49.66,,
398637,,,,,22.66,42.01
399449,24.07,38.87,,,,
399560,,,21.62,49.85,,
399649,,,,,22.65,42.2
400461,24.11,39.02,,,,
400571,,,21.6,50.0,,
400661,,,,,22.66,42.42
401473,24.11,39.24,,,,
401583,,,21.6,50.17,,
401672,,,,,22.68,42.59
402485,24.1,39.56,,,,
402595,,,21.59,50.2,,
402684,,,,,22.69,42.63
403497,24.09,39.75,,,,
403606,,,21.61,50.28,,
403696,,,,,22.65,42.66
404508,24.12,39.91,,,,
404618,,,21.61,50.38,,
404708,,,,,22.72,42.7
405520,24.14,40.06,,,,
405630,,,21.67,50.45,,
405720,,,,,22.7,42.8
406532,24.12,40.24,,,,
406641,,,21.64,50.53,,
406731,,,,,22.72,42.97
407543,24.13,40.41,,,,
407653,,,21.66,50.56,,
407743,,,,,22.73,43.13
408555,24.11,40.56,,,,
408665,,,21.63,50.59,,
408755,,,,,22.72,43.18
409567,24.1,40.6,,,,
409677,,,21.64,50.59,,
409767,,,,,22.74,43.2
410578,24.12,40.65,,,,
410688,,,21.65,50.54,,
410779,,,,,22.75,43.26
411590,24.08,40.69,,,,
411700,,,21.68,50.53,,
411790,,,,,22.74,43.34
412602,24.06,40.86,,,,
412712,,,21.63,50.54,,
412802,,,,,22.81,43.49
413613,24.04,41.06,,,,
413723,,,21.64,50.56,,
413814,,,,,22.79,43.42
414625,24.07,41.23,,,,
414735,,,21.66,50.59,,
414826,,,,,22.79,43.48
415637,24.05,41.26,,,,
415747,,,21.64,50.63,,
415838,,,,,22.82,43.48
416648,24.04,41.34,,,,
416758,,,21.65,50.62,,
416850,,,,,22.84,43.48
417660,24.06,41.42,,,,
417770,,,21.68,50.61,,
417861,,,,,22.83,43.54
418672,24.07,41.39,,,,
418782,,,21.67,50.62,,
418873,,,,,22.85,43.68
419684,24.11,41.34,,,,
419793,,,21.66,50.62,,
419885,,,,,22.85,43.78
420696,24.08,41.33,,,,
420805,,,21.67,50.6,,
420896,,,,,22.85,43.79
421707,24.09,41.28,,,,
421817,,,21.69,50.63,,
421908,,,,,22.84,43.73
422719,24.07,41.22,,,,
422828,,,21.67,50.66,,
422920,,,,,22.85,43.66
423731,24.08,41.17,,,,
423840,,,21.68,50.64,,
423932,,,,,22.89,43.66
424742,24.12,41.18,,,,
424851,,,21.67,50.62,,
424944,,,,,22.9,43.69
425754,24.06,41.21,,,,
425863,,,21.67,50.68,,
425956,,,,,22.9,43.7
426766,24.08,41.26,,,,
426875,,,21.67,50.68,,
426968,,,,,22.9,43.69
427777,24.11,41.18,,,,
427887,,,21.69,50.68,,
427979,,,,,22.89,43.67
428789,24.14,41.16,,,,
428899,,,21.68,50.69,,
428991,,,,,22.92,43.67
429801,24.11,41.13,,,,
429910,,,21.69,50.69,,
430003,,,,,22.9,43.63
430812,24.09,41.18,,,,
430922,,,21.67,50.68,,
431015,,,,,22.93,43.66
431824,24.11,41.17,,,,
431934,,,21.69,50.69,,
432027,,,,,22.95,43.6
432836,24.13,41.18,,,,
432945,,,21.69,50.73,,
433039,,,,,22.94,43.59
433847,24.12,41.21,,,,
433957,,,21.66,50.73,,
434050,,,,,22.94,43.65
434859,24.15,41.19,,,,
434969,,,21.69,50.74,,
435062,,,,,22.95,43.66
435871,24.13,41.12,,,,
435980,,,21.68,50.73,,
436074,,,,,22.95,43.67
436883,24.17,41.11,,,,
436992,,,21.69,50.7,,
437086,,,,,22.97,43.69
437895,24.18,41.05,,,,
438004,,,21.67,50.72,,
438097,,,,,23.02,43.67
438906,24.15,40.94,,,,
439015,,,21.68,50.77,,
439109,,,,,23.05,43.72
439918,24.17,40.94,,,,
440027,,,21.7,50.83,,
440121,,,,,23.01,43.66
440930,24.18,40.86,,,,
441039,,,21.67,50.88,,
441133,,,,,23.03,43.74
441941,24.18,40.84,,,,
442050,,,21.69,50.81,,
442144,,,,,22.98,43.74
442953,24.18,40.86,,,,
443062,,,21.69,50.82,,
443156,,,,,23.02,43.65
443965,24.18,40.78,,,,
444074,,,21.68,50.77,,
444168,,,,,22.99,43.57
444976,24.19,40.86,,,,
445085,,,21.69,50.73,,
445180,,,,,22.98,43.48
445988,24.2,40.94,,,,
446097,,,21.73,50.68,,
446192,,,,,22.99,43.47
447000,24.2,41.05,,,,
447109,,,21.68,50.68,,
447203,,,,,22.98,43.48
448011,24.19,41.12,,,,
448121,,,21.71,50.69,,
448215,,,,,22.97,43.44
449023,24.21,41.17,,,,
449132,,,21.69,50.69,,
449227,,,,,22.99,43.45
450035,24.2,41.18,,,,
450144,,,21.7,50.72,,
450239,,,,,23.01,43.42
451047,24.22,41.14,,,,
451156,,,21.69,50.7,,
451251,,,,,23.03,43.4
452058,24.21,41.11,,,,
452168,,,21.68,50.71,,
452262,,,,,23.05,43.4
453070,24.22,41.12,,,,
453179,,,21.7,50.7,,
453274,,,,,23.06,43.38
454082,24.23,41.05,,,,
454191,,,21.7,50.66,,
454286,,,,,23.06,43.36
455094,24.23,41.02,,,,
455202,,,21.69,50.67,,
455297,,,,,23.06,43.41
456105,24.24,41.06,,,,
456214,,,21.69,50.66,,
456309,,,,,23.07,43.47
457117,24.23,41.1,,,,
457226,,,21.7,50.68,,
457321,,,,,23.09,43.5
458128,24.23,41.12,,,,
458238,,,21.7,50.69,,
458332,,,,,23.08,43.49
459140,24.24,41.17,,,,
459249,,,21.69,50.79,,
459344,,,,,23.09,43.47
460152,24.25,41.25,,,,
460261,,,21.7,50.81,,
460356,,,,,23.08,43.41
461164,24.24,41.41,,,,
461273,,,21.7,50.78,,
461367,,,,,23.1,43.44
462176,24.3,41.58,,,,
462284,,,21.69,50.65,,
462379,,,,,23.09,43.36
463188,24.28,41.64,,,,
463296,,,21.67,50.66,,
463391,,,,,23.06,43.43
464199,24.31,41.61,,,,
464308,,,21.69,50.67,,
464403,,,,,23.06,43.2
465211,24.31,41.66,,,,
465319,,,21.72,50.63,,
465414,,,,,23.07,42.9
466223,24.31,41.52,,,,
466331,,,21.73,50.65,,
466426,,,,,23.04,42.51
467234,24.31,41.29,,,,
467343,,,21.7,50.6,,
467438,,,,,23.03,42.1
468246,24.33,41.15,,,,
468355,,,21.73,50.63,,
468449,,,,,23.05,41.82
469258,24.32,40.94,,,,
469366,,,21.72,50.65,,
469461,,,,,23.02,41.53
470269,24.32,40.7,,,,
470378,,,21.7,50.68,,
470473,,,,,23.02,41.2
471281,24.34,40.42,,,,
471390,,,21.7,50.68,,
471484,,,,,22.98,40.93
472293,24.35,40.24,,,,
472401,,,21.75,50.76,,
472496,,,,,22.97,40.6
473304,24.34,39.98,,,,
473413,,,21.77,50.84,,
473508,,,,,22.96,40.32
474316,24.33,39.77,,,,
474425,,,21.74,50.85,,
474520,,,,,22.94,40.02
475328,24.34,39.56,,,,
475437,,,21.74,50.87,,
475532,,,,,22.93,39.73
476340,24.32,39.31,,,,
476448,,,21.73,50.88,,
476543,,,,,22.91,39.47
477352,24.32,39.05,,,,
477460,,,21.75,50.92,,
477555,,,,,22.89,39.22
478364,24.36,38.77,,,,
478471,,,21.72,50.93,,
478567,,,,,22.89,38.94
479376,24.33,38.47,,,,
479483,,,21.73,50.97,,
479578,,,,,22.87,38.59
480387,24.35,38.27,,,,
480495,,,21.74,51.01,,
480590,,,,,22.9,38.31
481399,24.35,37.96,,,,
481506,,,21.75,51.02,,
481601,,,,,22.87,38.0
482411,24.34,37.65,,,,
482518,,,21.73,51.08,,
482613,,,,,22.87,37.74
483423,24.34,37.31,,,,
483530,,,21.75,51.11,,
483625,,,,,22.84,37.46
484434,24.34,37.06,,,,
484541,,,21.7,51.14,,
484637,,,,,22.85,37.17
485447,24.36,36.78,,,,
485553,,,21.73,51.14,,
485649,,,,,22.83,36.89
486458,24.35,36.53,,,,
486565,,,21.7,51.16,,
486660,,,,,22.84,36.61
487470,24.36,36.29,,,,
487577,,,21.68,51.17,,
487672,,,,,22.81,36.33
488482,24.37,36.07,,,,
488588,,,21.66,51.23,,
488684,,,,,22.8,36.06
489493,24.36,35.78,,,,
489600,,,21.65,51.29,,
489695,,,,,22.82,35.79
490505,24.38,35.45,,,,
490612,,,21.66,51.36,,
490707,,,,,22.78,35.51
491517,24.37,35.21,,,,
491623,,,21.62,51.37,,
491719,,,,,22.79,35.3
492528,24.37,34.92,,,,
492635,,,21.65,51.44,,
492731,,,,,22.79,35.03
493541,24.38,34.55,,,,
493647,,,21.64,51.46,,
493742,,,,,22.78,34.79
494553,24.38,34.35,,,,
494658,,,21.63,51.46,,
494754,,,,,22.76,34.53
495564,24.36,34.18,,,,
495670,,,21.66,51.49,,
495766,,,,,22.76,34.3
496576,24.37,33.91,,,,
496682,,,21.66,51.45,,
496777,,,,,22.75,34.06
497588,24.41,33.77,,,,
497693,,,21.67,51.47,,
497789,,,,,22.74,33.81
498599,24.37,33.47,,,,
498705,,,21.67,51.47,,
498801,,,,,22.74,33.54
499611,24.38,33.2,,,,
499717,,,21.66,51.45,,
499813,,,,,22.72,33.31
500623,24.38,32.96,,,,
500728,,,21.67,51.47,,
500824,,,,,22.74,33.11
501634,24.37,32.71,,,,
501740,,,21.64,51.44,,
501836,,,,,22.73,32.91
502646,24.38,32.48,,,,
502752,,,21.63,51.45,,
502848,,,,,22.71,32.68
503658,24.39,32.28,,,,
503763,,,21.65,51.52,,
503860,,,,,22.72,32.42
504670,24.39,32.06,,,,
504775,,,21.65,51.53,,
504871,,,,,22.7,32.21
505681,24.37,31.77,,,,
505787,,,21.64,51.53,,
505883,,,,,22.71,32.0
506693,24.41,31.65,,,,
506798,,,21.66,51.55,,
506895,,,,,22.7,31.77
507705,24.4,31.39,,,,
507810,,,21.69,51.54,,
507907,,,,,22.72,31.55
508716,24.38,31.15,,,,
508822,,,21.67,51.48,,
508919,,,,,22.68,31.33
509728,24.41,30.91,,,,
509833,,,21.69,51.52,,
509931,,,,,22.7,31.12
510740,24.41,30.75,,,,
510845,,,21.66,51.52,,
510942,,,,,22.68,30.91
511752,24.42,30.52,,,,
511857,,,21.71,51.5,,
511954,,,,,22.69,30.66
512763,24.41,30.3,,,,
512868,,,21.73,51.49,,
512966,,,,,22.68,30.45
513775,24.39,30.11,,,,
513880,,,21.71,51.47,,
513978,,,,,22.66,30.26
514787,24.38,29.96,,,,
514892,,,21.72,51.47,,
514990,,,,,22.68,30.06
515799,24.38,29.84,,,,
515904,,,21.72,51.44,,
516001,,,,,22.68,29.88
516810,24.41,29.62,,,,
516915,,,21.72,51.43,,
517013,,,,,22.65,29.67
517822,24.39,29.36,,,,
517927,,,21.73,51.47,,
518025,,,,,22.66,29.43
518834,24.39,29.18,,,,
518938,,,21.76,51.45,,
519037,,,,,22.64,29.25
519846,24.43,29.01,,,,
519950,,,21.73,51.43,,
520049,,,,,22.66,29.06
520857,24.39,28.77,,,,
520962,,,21.74,51.42,,
521061,,,,,22.66,28.83
521869,24.4,28.49,,,,
521973,,,21.67,51.4,,
522072,,,,,22.65,28.63
522881,24.39,28.25,,,,
522985,,,21.73,51.44,,
523084,,,,,22.64,28.43
523892,24.36,28.04,,,,
523997,,,21.76,51.43,,
524096,,,,,22.67,28.26
524904,24.4,27.96,,,,
525009,,,21.76,51.42,,
525108,,,,,22.63,28.02
525916,24.42,27.83,,,,
526020,,,21.76,51.4,,
526119,,,,,22.64,27.86
526928,24.39,27.58,,,,
527032,,,21.76,51.42,,
527131,,,,,22.64,27.63
527940,24.4,27.43,,,,
528044,,,21.75,51.37,,
528143,,,,,22.65,27.44
528952,24.41,27.2,,,,
529055,,,21.78,51.42,,
529154,,,,,22.64,27.25
529964,24.4,27.05,,,,
530067,,,21.77,51.43,,
530166,,,,,22.63,27.08
530975,24.39,26.91,,,,
531079,,,21.76,51.41,,
531178,,,,,22.63,26.92
531987,24.42,26.79,,,,
532091,,,21.77,51.39,,
532189,,,,,22.62,26.71
532999,24.41,26.55,,,,
533102,,,21.72,51.39,,
533201,,,,,22.62,26.54
534011,24.42,26.37,,,,
534114,,,21.71,51.4,,
534213,,,,,22.6,26.32
535022,24.43,26.07,,,,
535126,,,21.73,51.38,,
535225,,,,,22.61,26.17
536034,24.41,25.91,,,,
536137,,,21.76,51.44,,
536236,,,,,22.61,25.97
537046,24.41,25.72,,,,
537149,,,21.74,51.42,,
537248,,,,,22.61,25.81
538058,24.44,25.6,,,,
538160,,,21.71,51.42,,
538260,,,,,22.6,25.64
539070,24.41,25.41,,,,
539172,,,21.68,51.43,,
539271,,,,,22.59,25.46
540081,24.41,25.31,,,,
540184,,,21.7,51.4,,
540283,,,,,22.6,25.29
541093,24.41,25.19,,,,
541196,,,21.68,51.44,,
541295,,,,,22.61,25.13
542105,24.4,24.96,,,,
542208,,,21.7,51.45,,
542306,,,,,22.59,24.95
543116,24.4,24.79,,,,
543219,,,21.71,51.43,,
543318,,,,,22.59,24.85
544128,24.44,24.66,,,,
544231,,,21.74,51.44,,
544330,,,,,22.6,24.65
545140,24.43,24.48,,,,
545243,,,21.73,51.44,,
545341,,,,,22.6,24.54
546152,24.42,24.23,,,,
546254,,,21.74,51.42,,
546353,,,,,22.59,24.37
547163,24.42,24.14,,,,
547266,,,21.7,51.44,,
547365,,,,,22.59,24.21
548175,24.42,23.93,,,,
548278,,,21.7,51.46,,
548376,,,,,22.55,24.03
549187,24.42,23.79,,,,
549290,,,21.69,51.5,,
549388,,,,,22.59,23.87
550198,24.42,23.64,,,,
550301,,,21.69,51.54,,
550400,,,,,22.58,23.71
551210,24.44,23.54,,,,
551313,,,21.7,51.55,,
551412,,,,,22.59,23.54
552223,24.43,23.41,,,,
552325,,,21.71,51.52,,
552423,,,,,22.6,23.41
553234,24.42,23.25,,,,
553337,,,21.71,51.52,,
553435,,,,,22.58,23.27
554246,24.43,23.1,,,,
554348,,,21.7,51.52,,
554447,,,,,22.59,23.17
555258,24.43,23.05,,,,
555360,,,21.69,51.55,,
555458,,,,,22.59,22.97
556269,24.41,22.91,,,,
556372,,,21.68,51.54,,
556470,,,,,22.57,22.88
557281,24.41,22.81,,,,
557383,,,21.68,51.59,,
557481,,,,,22.57,22.7
558293,24.41,22.57,,,,
558395,,,21.7,51.58,,
558493,,,,,22.56,22.58
559304,24.41,22.43,,,,
559407,,,21.68,51.63,,
559505,,,,,22.58,22.42
560316,24.43,22.39,,,,
560419,,,21.68,51.62,,
560517,,,,,22.58,22.3
561328,24.41,22.23,,,,
561431,,,21.68,51.6,,
561529,,,,,22.57,22.15
562340,24.43,22.09,,,,
562442,,,21.68,51.58,,
562540,,,,,22.57,22.05
563351,24.43,21.97,,,,
563454,,,21.68,51.62,,
563552,,,,,22.56,21.9
564363,24.44,21.83,,,,
564466,,,21.69,51.6,,
564564,,,,,22.55,21.75
565375,24.41,21.66,,,,
565477,,,21.73,51.6,,
565576,,,,,22.58,21.61
566386,24.41,21.57,,,,
566489,,,21.68,51.61,,
566587,,,,,22.56,21.49
567398,24.42,21.52,,,,
567500,,,21.7,51.56,,
567599,,,,,22.57,21.39
568410,24.41,21.38,,,,
568512,,,21.69,51.58,,
568611,,,,,22.57,21.31
569422,24.43,21.24,,,,
569524,,,21.7,51.55,,
569623,,,,,22.57,21.12
570433,24.4,21.12,,,,
570535,,,21.69,51.56,,
570634,,,,,22.56,21.02
571445,24.41,21.09,,,,
571547,,,21.66,51.59,,
571646,,,,,22.55,20.9
572457,24.39,20.91,,,,
572559,,,21.66,51.61,,
572658,,,,,22.57,20.76
573468,24.4,20.72,,,,
573571,,,21.66,51.59,,
573670,,,,,22.56,20.62
574480,24.42,20.59,,,,
574583,,,21.64,51.64,,
574681,,,,,22.57,20.5
575492,24.41,20.45,,,,
575594,,,21.65,51.64,,
575693,,,,,22.58,20.39
576503,24.42,20.32,,,,
576606,,,21.66,51.68,,
576705,,,,,22.56,20.25
577515,24.42,20.18,,,,
577618,,,21.66,51.69,,
577716,,,,,22.55,20.12
578527,24.41,20.1,,,,
578629,,,21.62,51.68,,
578728,,,,,22.56,20.06
579538,24.43,19.99,,,,
579641,,,21.63,51.68,,
579740,,,,,22.55,19.93
580550,24.41,19.99,,,,
580653,,,21.61,51.73,,
580751,,,,,22.55,19.79
581562,24.42,19.85,,,,
581664,,,21.64,51.77,,
581763,,,,,22.54,19.68
582573,24.39,19.71,,,,
582676,,,21.6,51.77,,
582775,,,,,22.55,19.59
583585,24.41,19.6,,,,
583688,,,21.64,51.76,,
583787,,,,,22.58,19.5
584597,24.43,19.49,,,,
584699,,,21.6,51.79,,
584799,,,,,22.56,19.4
585609,24.44,19.38,,,,
585711,,,21.6,51.77,,
585811,,,,,22.57,19.28
586620,24.42,19.35,,,,
586723,,,21.58,51.79,,
586823,,,,,22.56,19.19
587632,24.42,19.25,,,,
587734,,,21.59,51.82,,
587834,,,,,22.57,19.08
588644,24.42,19.17,,,,
588746,,,21.59,51.82,,
588846,,,,,22.56,18.96
589655,24.43,19.02,,,,
589757,,,21.65,51.8,,
589858,,,,,22.55,18.87
590667,24.42,18.89,,,,
590769,,,21.61,51.84,,
590869,,,,,22.54,18.75
591679,24.43,18.79,,,,
591781,,,21.63,51.86,,
591881,,,,,22.54,18.62
592690,24.44,18.68,,,,
592793,,,21.62,51.83,,
592893,,,,,22.56,18.54
593702,24.44,18.56,,,,
593804,,,21.62,51.82,,
593905,,,,,22.55,18.45
594714,24.4,18.48,,,,
594816,,,21.64,51.8,,
594916,,,,,22.54,18.3
595726,24.43,18.42,,,,
595828,,,21.63,51.82,,
595928,,,,,22.56,18.23
596737,24.43,18.29,,,,
596839,,,21.62,51.8,,
596940,,,,,22.55,18.09
597749,24.43,18.15,,,,
597851,,,21.63,51.81,,
597952,,,,,22.55,18.01
598761,24.41,18.12,,,,
598862,,,21.62,51.83,,
598964,,,,,22.56,17.93
599772,24.41,18.01,,,,
599874,,,21.63,51.82,,
599975,,,,,22.56,17.79
600784,24.43,17.95,,,,
600886,,,21.64,51.79,,
600987,,,,,22.55,17.75
601796,24.41,17.87,,,,
601898,,,21.62,51.81,,
601999,,,,,22.56,17.62
602807,24.42,17.79,,,,
602909,,,21.64,51.83,,
603010,,,,,22.56,17.53
603819,24.44,17.69,,,,
603921,,,21.58,51.83,,
604022,,,,,22.56,17.47
604831,24.44,17.62,,,,
604933,,,21.6,51.85,,
605034,,,,,22.52,17.33
605842,24.42,17.52,,,,
605944,,,21.61,51.84,,
606046,,,,,22.55,17.27
606854,24.39,17.44,,,,
606956,,,21.61,51.85,,
607057,,,,,22.55,17.18
607866,24.43,17.37,,,,
607968,,,21.59,51.85,,
608069,,,,,22.55,17.12
608877,24.44,17.28,,,,
608979,,,21.59,51.84,,
609081,,,,,22.55,17.0
609889,24.43,17.16,,,,
609991,,,21.6,51.86,,
610092,,,,,22.57,16.87
610901,24.43,17.15,,,,
611003,,,21.58,51.85,,
611104,,,,,22.56,16.82
611913,24.44,17.03,,,,
612014,,,21.55,51.89,,
612116,,,,,22.54,16.69
612924,24.44,16.94,,,,
613026,,,21.57,51.92,,
613128,,,,,22.55,16.62
613936,24.46,16.89,,,,
614038,,,21.6,51.91,,
614139,,,,,22.54,16.54
614948,24.45,16.8,,,,
615049,,,21.58,51.95,,
615151,,,,,22.55,16.44
615960,24.42,16.7,,,,
616061,,,21.57,51.94,,
616163,,,,,22.55,16.37
616971,24.45,16.6,,,,
617073,,,21.56,51.95,,
617174,,,,,22.53,16.29
617983,24.42,16.51,,,,
618084,,,21.57,51.97,,
618186,,,,,22.54,16.18
618995,24.46,16.4,,,,
619096,,,21.58,52.02,,
619198,,,,,22.54,16.09
620007,24.45,16.39,,,,
620108,,,21.59,51.99,,
620210,,,,,22.55,16.03
621018,24.44,16.23,,,,
621119,,,21.59,52.0,,
621221,,,,,22.55,15.96
622030,24.45,16.14,,,,
622131,,,21.58,52.03,,
622233,,,,,22.55,15.9
623042,24.46,16.11,,,,
623143,,,21.57,52.02,,
623245,,,,,22.55,15.81
624053,24.47,16.0,,,,
624155,,,21.57,52.06,,
624257,,,,,22.56,15.71
625065,24.47,15.94,,,,
625166,,,21.57,52.06,,
625268,,,,,22.55,15.63
626077,24.45,15.81,,,,
626178,,,21.57,52.05,,
626280,,,,,22.56,15.56
627089,24.48,15.74,,,,
627190,,,21.54,52.05,,
627292,,,,,22.53,15.53
628101,24.47,15.7,,,,
628201,,,21.58,52.03,,
628303,,,,,22.54,15.45
629112,24.47,15.6,,,,
629213,,,21.62,52.06,,
629315,,,,,22.57,15.34
630124,24.47,15.49,,,,
630225,,,21.57,52.07,,
630327,,,,,22.57,15.28
631136,24.46,15.47,,,,
631236,,,21.59,52.06,,
631338,,,,,22.57,15.18
632147,24.47,15.35,,,,
632248,,,21.59,52.01,,
632350,,,,,22.56,15.14
633159,24.46,15.29,,,,
633260,,,21.57,52.05,,
633362,,,,,22.55,15.04
634171,24.46,15.27,,,,
